鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,main building area,auxiliary building area,balcony area,elevator,transaction number
安平區,房地(土地+建物)+車位,臺南市安平區國平北路１８６號二樓之７,3.35,商,,,1141211,土地1建物1車位1,二層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1121017,43.239999999999995,1,1,1,有,有,2100000,48566,坡道機械,6.05,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLKLJHLGFAD07DA,20.86,0.47,1.94,有,0095
安南區,房地(土地+建物),臺南市安南區樂安二街１３號,186.38,住,,,1141203,土地1建物1車位0,全,五層,透天厝,住家用,鋼筋混凝土造,1130816,427.71,4,2,6,有,無,39800000,93054,,0.0,0,,RPPOMLMJJHLGFBD27DA,388.87,0.0,38.84,有,
安南區,房地(土地+建物),臺南市安南區海佃路二段５０９巷２２弄１號,94.06,住,,,1141207,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1140522,194.11,5,2,4,有,無,19500000,100459,,0.0,0,陽台外推；其他增建；,RPOOMLTKJHLGFBD97DA,168.3,0.0,25.81,無,
安南區,土地,怡安段786-2地號,57.91,住,,,1141231,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,4880000,84269,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLKLJHLGFBD17DA,0.0,0.0,0.0,無,0012
安南區,土地,安東段240-2地號,133.72,都市：其他:道路用地,,,1141231,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1644756,12300,,0.0,0,包含公共設施保留地用地；,RPWNMLKLJHLGFBD87DA,0.0,0.0,0.0,無,
南區,房地(土地+建物)+車位,臺南市南區大林路２號六樓之５,33.01,住,,,1141208,土地1建物1車位1,六層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0881021,138.75,3,2,2,有,有,7200000,51892,坡道平面,0.0,0,其他增建；,RPOOMLSJKIKGFCD97DA,81.29,0.0,8.17,有,
南區,房地(土地+建物),臺南市南區尊南街２６２號,104.2,住,,,1141210,土地1建物1車位0,全,四層,透天厝,住商用,鋼筋混凝土造,1140509,293.06,5,3,6,有,無,33800000,115335,,0.0,0,未登記建物；未登記建物；,RPVOMLRJJHLGFCD48DA,263.44,0.0,29.62,有,
東區,房地(土地+建物)+車位,臺南市東區崇善路８４１號五樓,17.04,住,,,1141210,土地1建物1車位1,五層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0831107,144.65,3,2,2,有,有,9000000,62219,一樓平面,0.0,0,,RPXNMLQKJHLGFCD58DA,80.67,0.0,12.25,有,0097
東區,房地(土地+建物)+車位,臺南市東區長榮路一段９號十四樓之５,18.15,商,,,1141229,土地2建物1車位1,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0991213,173.32999999999998,2,1,2,有,有,11000000,63463,坡道平面,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQNMLRKJHLGFCD97DA,80.19,0.0,11.87,有,
南區,房地(土地+建物)+車位,臺南市南區萬年七街１６５號十三樓之７,20.68,住,,,1141224,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1070619,108.94,2,2,1,有,有,7900000,72517,坡道平面,24.09,0,,RPRNMLKLJHLGFCD47DA,52.06,0.0,4.37,有,0098
南區,房地(土地+建物)+車位,臺南市南區萬年七街１７３號十一樓之７,20.68,住,,,1141225,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1070619,108.94,2,2,1,有,有,8000000,73435,坡道平面,24.09,0,,RPOOMLLLJHLGFCD37DA,52.06,0.0,4.37,有,0099
新營區,土地,德隆段563地號,1736.87,,一般農業區,農牧用地,1141225,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,4544700,2617,,0.0,0,,RPRNMLTKJHLGFDD38DA,0.0,0.0,0.0,無,
柳營區,土地,雙和段417地號,2432.36,農,,,1141222,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,4000000,1644,,0.0,0,農作物；,RPPNMLLLJHLGFDD47DA,0.0,0.0,0.0,無,
麻豆區,車位,臺南市麻豆區新生南路２１６號、新生南路２１８巷６號、新生南路２１８巷８號等１９９戶,0.0,,,,1141222,土地0建物1車位1,,,其他,,,,29.83,0,0,0,無,有,200000,,坡道平面,29.83,200000,車位買賣以優惠方案承購。；建物坐落地號：興農段472-42地號；僅車位交易；,RPXNMLTKJHLGFFD56DA,0.0,0.0,0.0,有,0100
麻豆區,車位,臺南市麻豆區新生南路２１６號、新生南路２１８巷６號、新生南路２１８巷８號等１９９戶,0.0,,,,1141217,土地0建物1車位2,,,其他,,,,59.66,0,0,0,無,有,1400000,,坡道平面,59.66,1400000,車位買賣以優惠方案承購。；建物坐落地號：興農段472-42地號；僅車位交易；,RPOOMLTKJHLGFFD38DA,0.0,0.0,0.0,有,0100
麻豆區,車位,臺南市麻豆區新生南路２１６號、新生南路２１８巷６號、新生南路２１８巷８號等１９９戶,0.0,,,,1141225,土地0建物1車位1,,,其他,,,,29.83,0,0,0,無,有,300000,,坡道平面,29.83,300000,車位買賣以優惠方案承購。；建物坐落地號：興農段472-42地號；僅車位交易；,RPPOMLTKJHLGFFD48DA,0.0,0.0,0.0,有,0100
麻豆區,車位,臺南市麻豆區新生南路２１６號、新生南路２１８巷６號、新生南路２１８巷８號等１９９戶,0.0,,,,1141227,土地0建物1車位1,,,其他,,,,29.83,0,0,0,無,有,200000,,坡道平面,29.83,200000,車位買賣以優惠方案承購。；建物坐落地號：興農段472-42地號；僅車位交易；,RPQOMLTKJHLGFFD58DA,0.0,0.0,0.0,有,0100
麻豆區,車位,臺南市麻豆區新生南路２１６號、新生南路２１８巷６號、新生南路２１８巷８號等１９９戶,0.0,,,,1141227,土地0建物1車位1,,,其他,,,,29.83,0,0,0,無,有,200000,,坡道平面,29.83,200000,車位買賣以優惠方案承購。；建物坐落地號：興農段472-42地號；僅車位交易；,RPSOMLTKJHLGFFD78DA,0.0,0.0,0.0,有,0100
下營區,土地,茅港尾段2356地號,459.0,,特定農業區,農牧用地,1141222,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1130000,2462,,0.0,0,未登記建物；,RPTNMLKLJHLGFFD97DA,0.0,0.0,0.0,無,0105
大內區,土地,嗚頭段383-5地號,945.0,,山坡地保育區,丙種建築用地,1141202,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,6000000,6349,,0.0,0,,RPUNMLKLJHLGFFD08DA,0.0,0.0,0.0,無,
麻豆區,土地,晉江段679-3地號,2.58,住,,,1141210,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,42900,16628,,0.0,0,,RPPNMLLLJHLGFFD67DA,0.0,0.0,0.0,無,
麻豆區,土地,晉江段679-1地號,22.77,住,,,1141210,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,378950,16643,,0.0,0,,RPQNMLLLJHLGFFD77DA,0.0,0.0,0.0,無,
官田區,房地(土地+建物),臺南市官田區南里南８之４３號,88.02,住,,,1141220,土地3建物1車位0,全,二層,透天厝,住商用,加強磚造,0650400,132.44,4,2,3,有,無,3100000,23407,,0.0,0,其他增建；,RPUNMLLLJHLGFFD18DA,132.44,0.0,0.0,無,
七股區,土地,十一份段336地號,1622.0,,特定農業區,農牧用地,1141224,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2120000,1307,,0.0,0,,RPSNMLNKJHLGFGD18DA,0.0,0.0,0.0,無,
新化區,房地(土地+建物)+車位,臺南市新化區正新北路８１巷２號六樓之３,36.95,住,,,1141203,土地1建物1車位1,六層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1111222,107.96000000000001,3,2,2,有,有,7500000,69470,一樓平面,0.0,0,車位面積已包含在共有面積內無法拆分親友、員工、共有人或其他特殊關係間之交易；,RPROMLPJJHLGFHD38DA,68.01,0.0,6.99,有,0106
龍崎區,土地,崎頂段27地號,1368.0,,山坡地保育區,農牧用地,1141219,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,500000,365,,0.0,0,,RPUNMLOKJHLGFID68DA,0.0,0.0,0.0,無,
關廟區,土地,埤頭段750地號,2526.11,,一般農業區,農牧用地,1141205,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,21560000,8535,,0.0,0,,RPPNMLRKJHLGFID48DA,0.0,0.0,0.0,無,
仁德區,土地,新工段1267-2地號,1536.33,農,,,1141202,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,19517400,12704,,0.0,0,,RPPNMLKLJHLGFID87DA,0.0,0.0,0.0,無,
關廟區,房地(土地+建物)+車位,臺南市關廟區北安一街５６號四樓之１,30.37,住,,,1141231,土地1建物1車位1,四層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1140116,90.75,3,2,2,有,有,7600000,75350,一樓平面,7.14,1300000,土地價格220萬元整、建物價格410萬元整。車位為法定空地停車位。,RPOOMLLLJHLGFID97DA,60.68,0.0,4.92,有,
永康區,房地(土地+建物),臺南市永康區鹽洲二街１９１號,88.9,住,,,1141203,土地1建物1車位0,全,四層,透天厝,住商用,鋼筋混凝土造,0811007,209.81,10,3,3,有,無,12820000,61103,,0.0,0,陽台外推；頂樓加蓋；其他增建；,RPUOMLNJKIKGFKD88DA,197.72,0.0,12.09,無,
永康區,土地,永康段1513地號,1306.0,住,,,1141216,土地19建物0車位0,,,其他,,,,0.0,0,0,0,無,無,185678200,142173,,0.0,0,,RPSNMLKLJHLGFKD38DA,0.0,0.0,0.0,無,
永康區,房地(土地+建物)+車位,臺南市永康區大橋里大橋一街６１號十三樓之１,14.65,住,,,1141225,土地1建物1車位1,十三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830408,155.65,2,2,2,有,有,7200000,46258,坡道平面,0.0,0,土地售價432萬元正建物售價288萬元整,RPRNMLLLJHLGFKD38DA,72.69,19.87,3.82,有,
關廟區,土地,龜洞段237-1地號,41.4,,一般農業區,農牧用地,1141231,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,100000,2415,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPSOMLKLIIKGFID28EA,0.0,0.0,0.0,無,
北區,土地,東豐段974-39地號,31.25,都市：其他:住宅區,,,1141231,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2500000,80000,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；包含公共設施保留地用地；,RPSNMLNKJHLGFAD57DA,0.0,0.0,0.0,無,
安平區,房地(土地+建物)+車位,臺南市安平區建平十一街１６號十樓之５,11.66,商,,,1141226,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1111013,115.96000000000001,2,1,1,有,有,10360000,89341,坡道平面,34.19,0,,RPXNMLOKJHLGFAD18DA,51.58,0.0,3.45,有,0107
北區,房地(土地+建物)+車位,臺南市北區北園街６之３號十五樓之２,10.5,商,,,1141214,土地1建物1車位1,十五層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851202,125.32,3,2,2,有,有,9450000,75407,坡道機械,0.0,0,,RPUOMLOKJHLGFAD97DA,79.43,8.12,0.0,有,
北區,土地,大興段63-71地號,8.23,住,,,1141231,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,800000,97205,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPUNMLKLJHLGFAD57DA,0.0,0.0,0.0,無,
中西區,房地(土地+建物),臺南市中西區信義街１０８巷４３號之３,5.54,住,,,1141218,土地1建物1車位0,一層,六層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0820327,24.919999999999998,1,1,1,有,有,2450000,98315,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPVNMLKLJHLGFAD67DA,17.22,0.0,0.0,有,
中西區,房地(土地+建物),臺南市中西區民權路三段３３８號五樓之４,8.57,住,,,1141218,土地2建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0810130,36.21,1,1,1,有,有,2440000,67385,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPWNMLKLJHLGFAD77DA,25.56,1.03,2.34,有,
中西區,土地,老古石段432地號,29.97,住,,,1141221,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1350000,45045,,0.0,0,未登記建物；,RPXNMLKLJHLGFAD87DA,0.0,0.0,0.0,無,
安南區,房地(土地+建物),臺南市安南區安中路六段５７８巷６９號,102.87,都市：其他:住宅區,,,1141231,土地5建物1車位0,全,二層,透天厝,住家用,加強磚造,0660723,58.91,3,1,2,有,無,1500000,25463,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；包含公共設施保留地用地；,RPPNMLLKJHLGFBD17DA,54.96,0.0,3.95,無,
南區,房地(土地+建物),臺南市南區新興路５３３巷６３弄１７號,125.56,住,,,1141225,土地2建物1車位0,全,二層,透天厝,住家用,加強磚造,0680622,97.2,4,2,2,有,無,9000000,92593,,0.0,0,,RPWNMLLMKIKGFCD28DA,97.2,0.0,0.0,無,
南區,土地,日新段597地號,100.41,都市：其他:細部計畫道路用地,,,1141220,土地15建物0車位0,,,其他,,,,0.0,0,0,0,無,無,866230,8627,,0.0,0,包含公共設施保留地用地；,RPVNMLNKJHLGFCD08DA,0.0,0.0,0.0,無,
白河區,土地,永秀段68地號,45.08,住,,,1141222,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2440000,54126,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPRNMLNLJHLGFED97DA,0.0,0.0,0.0,無,0023
學甲區,土地,興善段695地號,114.46,住,,,1141225,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1200000,10484,,0.0,0,,RPUNMLQJJHLGFGD58DA,0.0,0.0,0.0,無,
將軍區,土地,漚汪段中甲小段737地號,765.33,,特定農業區,農牧用地,1141230,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,800000,1045,,0.0,0,農作物；,RPTNMLQKJHLGFGD58DA,0.0,0.0,0.0,無,0109
佳里區,房地(土地+建物),臺南市佳里區鎮山里２鄰自由街７９巷１１號,66.23,住,,,1141216,土地2建物1車位0,全,二層,透天厝,住家用,加強磚造,0640530,81.06,5,2,2,有,無,3300000,40711,,0.0,0,其他增建；,RPQNMLMLJHLGFGD97DA,81.06,0.0,0.0,無,
善化區,土地,大成段888地號,54.34,商,,,1141213,土地4建物0車位0,,,其他,,,,0.0,0,0,0,無,無,5600000,103055,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；包含公共設施保留地用地；,RPXNMLQKJHLGFHD09DA,0.0,0.0,0.0,無,
善化區,土地,茄拔段843地號,1000.0,,特定農業區,農牧用地,1141209,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,4500000,4500,,0.0,0,,RPUNMLLLJHLGFHD38DA,0.0,0.0,0.0,無,0110
新化區,土地,新國段165-4地號,3.04,商,,,1141211,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,570000,187500,,0.0,0,含土地增值稅或其他稅費；含地政士服務費；,RPVNMLNLJHLGFHD68DA,0.0,0.0,0.0,無,0111
歸仁區,房地(土地+建物),臺南市歸仁區看西里仁愛十街１２號,80.0,住,,,1141225,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0791106,162.85,4,2,3,有,無,9300000,57108,,0.0,0,其他增建；,RPWNMLTLKIKGFID96DA,142.08,6.49,14.28,無,
仁德區,房地(土地+建物),臺南市仁德區太子北路６５號,89.23,商,,,1141220,土地1建物1車位0,全,四層,透天厝,住商用,鋼筋混凝土造,1131217,324.38,5,2,6,有,無,32800000,101116,,0.0,0,,RPWNMLSJJHLGFID56DA,299.45,0.0,24.93,有,
仁德區,房地(土地+建物),臺南市仁德區成功里保華路１２９巷４５號,82.15,住,,,1141220,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土造,0810511,94.46,3,2,3,有,無,8880000,94008,,0.0,0,其他增建；,RPXNMLLLJHLGFID78DA,91.38,0.0,3.08,無,
歸仁區,房地(土地+建物)+車位,臺南市歸仁區大德路２６９號,66.36,住,,,1141220,土地1建物1車位1,一層，二層，三層,十二層,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,0850621,184.46,3,3,3,有,有,8000000,43370,坡道平面,0.0,0,陽台外推；,RPPNMLMLJHLGFID08DA,119.36,6.14,11.69,有,
永康區,房地(土地+建物)+車位,臺南市永康區永二街１２３巷２２號五樓之３,32.06,住,,,1141224,土地1建物1車位1,五層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土構造,1111006,117.71000000000001,3,2,2,有,有,9680000,82236,一樓平面,27.33,0,,RPQOMLKMKIKGFKD48DA,59.0,0.0,5.44,有,0112
永康區,房地(土地+建物),臺南市永康區龍埔街４９５巷７號,123.34,住,,,1141225,土地4建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1130222,294.5,5,2,6,有,無,29100000,98812,,0.0,0,,RPTNMLRJJHLGFKD98DA,288.42,0.0,6.08,無,
永康區,房地(土地+建物),臺南市永康區忠義街６０巷１號七樓之１３,7.01,商,,,1141212,土地1建物1車位0,七層,十五層,住宅大樓(11層含以上有電梯),辦公用,鋼筋混凝土造,0840331,63.230000000000004,1,1,1,有,有,4000000,63261,,0.0,0,,RPQOMLKLJHLGFKD28DA,45.38,0.0,6.33,有,
永康區,房地(土地+建物),臺南市永康區永二街２４４巷６弄７號,64.11,住,,,1141214,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0681100,102.58,4,3,5,有,無,11600000,113082,,0.0,0,陽台外推；其他增建；,RPSOMLKLJHLGFKD48DA,78.48,15.6,8.5,無,0113
中西區,房地(土地+建物),臺南市中西區永福路二段１１號四樓之３,6.26,商,,,1141229,土地3建物1車位0,四層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0670817,42.75,1,1,1,有,有,2300000,53801,,0.0,0,1.現金支付新台幣100萬元正，未支付130萬元正，視同贈與。２.土地增值稅由買方負擔。親友、員工、共有人或其他特殊關係間之交易；,RPQNMLTKJHLGFAD08EA,35.88,0.0,0.0,有,
後壁區,土地,嘉泰段224地號,5256.63,,一般農業區,農牧用地,1141217,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,2950000,561,,0.0,0,,RPPNMLMLJHLGFED77EA,0.0,0.0,0.0,無,
中西區,房地(土地+建物),臺南市中西區正興街１６１號七樓之２２,2.83,商,,,1141217,土地1建物1車位0,七層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830528,26.89,1,0,1,有,有,2300000,85534,,0.0,0,,RPRNMLPJJHLGFAD57DA,17.32,0.0,3.36,有,
北區,房地(土地+建物),臺南市北區北忠街６６號六樓之１,5.2,商,,,1141223,土地1建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0761013,36.65,1,1,1,有,有,2600000,70941,,0.0,0,,RPPOMLTJJHLGFAD87DA,24.99,0.0,5.37,有,
北區,房地(土地+建物),臺南市北區公園北路７８巷３０之２號,81.06,都市：其他:細部計畫道路用地,,,1141225,土地3建物1車位0,全,二層,透天厝,住家用,加強磚造,0681204,77.08,4,3,2,有,無,4000000,51894,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；頂樓加蓋；其他增建；,RPPPMLKKJHLGFAD17DA,72.19,0.0,4.88,無,
中西區,房地(土地+建物),臺南市中西區金華路三段２５７號四樓之３,22.75,商,,,1141225,土地1建物1車位0,四層，夾層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0751016,130.15,4,2,2,有,有,8000000,61468,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPVNMLTKJHLGFAD48DA,101.83,0.0,8.72,有,
安平區,房地(土地+建物)+車位,臺南市安平區健康路三段３３５號八樓之７,10.91,商,,,1141220,土地1建物1車位1,八層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1060124,139.51999999999998,3,2,2,有,有,9088000,65142,坡道平面,26.54,0,,RPSOMLKLJHLGFAD47DA,66.22,3.77,6.34,有,0114
安平區,房地(土地+建物),臺南市安平區建平九街６０巷１３弄８之２號,108.0,住,,,1141205,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1131126,309.33,4,2,5,有,無,36660000,118514,,0.0,0,,RPOOMLNLJHLGFAD37DA,286.48,0.0,22.85,有,
安南區,房地(土地+建物),臺南市安南區府安路三段３１１巷３號,91.75,住,,,1141209,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1000526,161.19,4,2,3,有,無,6400000,39705,,0.0,0,賣方賣清，所有費用買方負擔親友、員工、共有人或其他特殊關係間之交易；,RPOOMLKKKIKGFBD17DA,147.74,0.0,13.45,無,
安南區,房地(土地+建物),臺南市安南區慈興七街１９６號,69.5,住,,,1141225,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1080515,146.83,4,2,3,有,無,13100000,89219,,0.0,0,頂樓加蓋；其他增建；,RPPNMLQLJHLGFBD77DA,130.67,0.0,16.16,無,0115
南區,房地(土地+建物),臺南市南區健康路一段１１３巷５３弄１２號,80.95,住,,,1141213,土地2建物1車位0,全,五層,透天厝,住家用,鋼筋混凝土造,0901220,251.98,5,2,3,有,有,24800000,98421,,0.0,0,陽台外推；其他增建；,RPWNMLPKJHLGFCD38DA,190.16,0.0,61.82,無,
南區,房地(土地+建物),臺南市南區國民路１１６巷１８弄３號,70.14,住,,,1141204,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0580910,84.88,4,2,2,有,無,5300000,62441,,0.0,0,,RPQNMLTKJHLGFCD18DA,84.88,0.0,0.0,無,0116
東區,房地(土地+建物)+車位,臺南市東區林森路一段３７７號六樓之２,19.0,住,,,1141213,土地1建物1車位1,六層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820318,165.12,4,2,2,有,有,11600000,70252,升降機械,0.0,0,陽台外推；,RPUNMLKLJHLGFCD77DA,109.27,0.0,15.89,有,
南區,房地(土地+建物),臺南市南區三官路８９巷３２之１號五樓,25.0,住,,,1141216,土地1建物1車位0,五層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0780512,99.08,3,2,1,有,無,4300000,43399,,0.0,0,頂樓加蓋；,RPVNMLKLJHLGFCD87DA,70.8,0.0,15.33,有,
新營區,土地,南紙段468地號,2146.0,農,,,1141214,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,5200000,2423,,0.0,0,,RPQNMLLMKIKGFDD77DA,0.0,0.0,0.0,無,
鹽水區,土地,北竹子段菜公堂小段673地號,5287.0,,特定農業區,農牧用地,1141223,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,12000000,2270,,0.0,0,農作物；,RPPNMLTKJHLGFDD18DA,0.0,0.0,0.0,無,0117
白河區,土地,新興段543-2地號,1041.0,農,,,1141222,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,8500000,8165,,0.0,0,,RPPNMLQLJHLGFED08DA,0.0,0.0,0.0,無,
官田區,土地,南段356地號,3221.0,,特定農業區,農牧用地,1141202,土地3建物0車位0,,,其他,,,,0.0,0,0,0,無,無,11500000,3570,,0.0,0,未登記建物；農業設施；,RPPNMLMKKIKGFFD77DA,0.0,0.0,0.0,無,
麻豆區,土地,巷口段417地號,138.99,住,,,1141224,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,10510000,75617,,0.0,0,,RPVNMLKMKIKGFFD38DA,0.0,0.0,0.0,無,
六甲區,土地,六甲段887-3地號,980.0,農,,,1141231,土地7建物0車位0,,,其他,,,,0.0,0,0,0,無,無,4000000,4082,,0.0,0,農作物；,RPTNMLLLJHLGFFD08DA,0.0,0.0,0.0,無,0118
麻豆區,土地,寮段1241地號,1649.14,,特定農業區,農牧用地,1141220,土地2建物0車位0,,,其他,,,,0.0,0,0,0,無,無,3530000,2141,,0.0,0,麻豆區寮?段1241地號農地買賣價350萬元，麻豆區寮?段1242地號交通用地買賣價3萬元。農作物；,RPSNMLNLJHLGFFD18DA,0.0,0.0,0.0,無,
將軍區,土地,苓子寮段一小段770地號,362.67,,鄉村區,乙種建築用地,1141215,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,1500000,4136,,0.0,0,交易金額不包含地上未保存建物，該建物為第三人所有未登記建物；,RPQNMLMKJHLGFGD87DA,0.0,0.0,0.0,無,
學甲區,土地,中洲南段1077地號,26.71,,鄉村區,乙種建築用地,1141228,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,153520,5748,,0.0,0,,RPPNMLRKJHLGFGD28DA,0.0,0.0,0.0,無,
西港區,房地(土地+建物),臺南市西港區溪埔寮３９之１１號,4080.32,,一般農業區,農牧用地,1141212,土地4建物1車位0,全,一層,透天厝,農業用,鋼鐵造,0900119,335.17,2,1,2,有,無,26000000,77573,,0.0,0,其他增建；,RPPOMLKLJHLGFGD77DA,335.17,0.0,0.0,無,
新市區,房地(土地+建物)+車位,臺南市新市區永華三街３２號三樓,43.53,,特定專用區,甲種建築用地,1141220,土地1建物1車位1,三層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0860825,136.7,3,2,2,有,有,7200000,52670,坡道平面,0.0,0,,RPVNMLOLKIKGFHD88DA,79.57,0.0,12.44,有,
善化區,房地(土地+建物)+車位,臺南市善化區龍目井路８８號七樓之１６,23.96,住,,,1141220,土地2建物1車位1,七層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1060111,114.28,2,2,2,有,有,9300000,81379,坡道平面,27.57,0,,RPXPMLMLJHLGFHD98DA,52.2,0.0,7.72,有,
山上區,房地(土地+建物),臺南市山上區南洲３１９之６號,131.3,住,,,1141202,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1050804,217.97,5,2,3,有,無,11000000,50466,,0.0,0,陽台外推；其他增建；,RPRNMLNLJHLGFHD28DA,199.99,0.0,17.98,無,
新化區,土地,新國段165-4地號,3.04,商,,,1141211,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,570000,187500,,0.0,0,含土地增值稅或其他稅費；含地政士服務費；,RPWNMLNLJHLGFHD78DA,0.0,0.0,0.0,無,0111
新化區,土地,新國段165-4地號,3.04,商,,,1141211,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,570000,187500,,0.0,0,含土地增值稅或其他稅費；含地政士服務費；,RPXNMLNLJHLGFHD88DA,0.0,0.0,0.0,無,0111
仁德區,土地,太乙段434地號,551.87,工,,,1141216,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,41750000,75652,,0.0,0,,RPPQMLQKKIKGFID78DA,0.0,0.0,0.0,無,
